MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367359790,2022-03-31T20:42:06,29.12270,-89.96686,0.9,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:43:55,29.12270,-89.96684,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:45:25,29.12271,-89.96685,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:47:14,29.12271,-89.96684,0.6,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:48:45,29.12273,-89.96685,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:50:45,29.12271,-89.96688,0.6,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:52:06,29.12272,-89.96684,0.8,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:53:45,29.12273,-89.96689,0.7,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:55:06,29.12271,-89.96686,0.0,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:56:14,29.12269,-89.96685,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:57:15,29.12271,-89.96686,0.9,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:58:16,29.12273,-89.96686,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T20:59:25,29.12271,-89.96688,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:00:45,29.12272,-89.96687,0.5,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:02:16,29.12271,-89.96685,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:03:36,29.12271,-89.96686,0.5,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:04:45,29.12273,-89.96685,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:05:55,29.12273,-89.96685,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:07:06,29.12273,-89.96685,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:08:15,29.12244,-89.96730,1.8,215.4,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:09:25,29.12213,-89.96778,1.4,222.1,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:10:36,29.12188,-89.96813,1.2,216.7,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:11:46,29.12172,-89.96847,1.1,247.1,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:13:05,29.12155,-89.96885,1.0,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:14:16,29.12135,-89.96916,0.9,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:15:26,29.12117,-89.96946,1.1,217.2,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:16:55,29.12152,-89.96859,3.6,57.5,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:18:05,29.12198,-89.96762,1.6,72.6,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:19:06,29.12224,-89.96721,1.4,34.8,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:20:55,29.12240,-89.96704,0.5,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:22:06,29.12246,-89.96690,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:23:46,29.12261,-89.96676,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:24:55,29.12267,-89.96672,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:25:56,29.12269,-89.96673,0.5,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:27:06,29.12269,-89.96674,1.0,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:28:46,29.12271,-89.96675,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:29:55,29.12270,-89.96675,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:31:56,29.12271,-89.96675,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:33:05,29.12271,-89.96673,0.5,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:34:16,29.12272,-89.96678,0.7,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:36:26,29.12258,-89.96700,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:38:26,29.12271,-89.96674,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:39:45,29.12245,-89.96772,2.1,259.8,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:40:55,29.12230,-89.96793,2.4,85.6,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:42:05,29.12245,-89.96710,1.7,85.6,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:43:15,29.12261,-89.96684,0.8,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:44:55,29.12269,-89.96673,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:46:05,29.12249,-89.96722,1.7,246.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:47:15,29.12228,-89.96769,1.2,225.3,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:48:25,29.12212,-89.96804,0.9,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:49:35,29.12198,-89.96834,1.0,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:50:36,29.12185,-89.96858,1.0,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:51:45,29.12170,-89.96888,1.1,272.6,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:53:05,29.12155,-89.96920,0.9,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:54:36,29.12138,-89.96956,0.9,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-03-31T21:55:45,29.12127,-89.96982,1.0,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:11:10,29.13016,-89.96956,19.3,26.8,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:12:16,29.13510,-89.96654,18.4,28.7,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:13:28,29.14034,-89.96289,19.8,35.9,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:14:39,29.14493,-89.95813,19.1,37.7,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:15:40,29.14980,-89.95643,19.2,13.1,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:16:46,29.15404,-89.95375,8.3,48.4,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:17:52,29.15521,-89.95191,7.6,41.7,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:19:04,29.15770,-89.95108,8.4,6.3,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:20:10,29.16009,-89.94982,11.0,33.2,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:21:24,29.16376,-89.94780,13.2,19.8,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:22:26,29.16750,-89.94632,14.6,18.2,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:23:27,29.17216,-89.94431,17.8,22.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:24:32,29.17722,-89.94175,18.1,27.5,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:25:38,29.18206,-89.93888,18.0,31.6,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:26:44,29.18678,-89.93566,18.4,29.1,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T03:27:56,29.19159,-89.93170,17.4,35.7,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
366866280,2022-04-01T08:21:29,29.18702,-89.93719,16.9,219.4,511.0,AMETHYST,IMO9269817,WDA9537,60,0,47,9,,60,A
366866280,2022-04-01T08:22:48,29.18251,-89.94195,16.7,221.5,511.0,AMETHYST,IMO9269817,WDA9537,60,0,47,9,,60,A
366866280,2022-04-01T08:24:00,29.17841,-89.94642,17.1,222.1,511.0,AMETHYST,IMO9269817,WDA9537,60,0,47,9,,60,A
366866280,2022-04-01T08:25:24,29.17360,-89.95165,17.2,220.9,511.0,AMETHYST,IMO9269817,WDA9537,60,0,47,9,,60,A
366866280,2022-04-01T08:26:59,29.16826,-89.95783,17.1,224.8,511.0,AMETHYST,IMO9269817,WDA9537,60,0,47,9,,60,A
366866280,2022-04-01T08:28:00,29.16481,-89.96157,17.3,223.4,511.0,AMETHYST,IMO9269817,WDA9537,60,0,47,9,,60,A
366866280,2022-04-01T08:29:06,29.16071,-89.96530,17.4,215.7,511.0,AMETHYST,IMO9269817,WDA9537,60,0,47,9,,60,A
366866280,2022-04-01T08:30:12,29.15639,-89.96877,17.5,214.0,511.0,AMETHYST,IMO9269817,WDA9537,60,0,47,9,,60,A
368225760,2022-04-01T08:53:56,29.18755,-89.85061,19.0,133.0,132.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
368225760,2022-04-01T08:55:11,29.18319,-89.84526,18.9,121.9,118.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
368225760,2022-04-01T08:56:46,29.17829,-89.83761,18.9,128.6,122.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
368225760,2022-04-01T08:58:16,29.17312,-89.83076,18.9,125.3,119.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
368225760,2022-04-01T08:59:28,29.16985,-89.82630,13.5,125.3,121.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
368225760,2022-04-01T09:01:04,29.16580,-89.82095,13.6,132.6,123.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
368225760,2022-04-01T09:02:28,29.16232,-89.81644,13.7,133.2,122.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
368225760,2022-04-01T09:04:11,29.15798,-89.81067,17.0,135.4,125.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
368225760,2022-04-01T09:05:22,29.15325,-89.80631,18.6,145.4,134.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
368225760,2022-04-01T09:06:26,29.14915,-89.80225,18.6,149.7,147.0,JOSEPH G,IMO9646857,WDM6497,60,0,45,9,2.2,60,A
367359790,2022-04-01T11:02:16,29.19004,-89.92644,17.3,203.4,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:03:33,29.18413,-89.92919,17.6,204.5,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:04:34,29.17954,-89.93134,17.8,204.6,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:05:46,29.17394,-89.93407,18.1,204.5,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:06:52,29.16892,-89.93671,18.0,202.6,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:07:57,29.16394,-89.93923,18.0,204.2,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:09:04,29.15880,-89.94183,18.3,199.8,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:10:10,29.15382,-89.94448,18.3,208.1,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:11:28,29.14783,-89.94763,18.2,202.4,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:12:33,29.14274,-89.95025,18.3,207.4,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:13:39,29.13776,-89.95329,18.5,212.3,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:14:40,29.13320,-89.95600,18.1,206.1,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:15:46,29.12830,-89.95944,18.5,211.8,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:16:52,29.12354,-89.96316,19.0,221.7,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:17:57,29.11879,-89.96679,18.8,213.2,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:51:01,29.12040,-89.96925,9.2,30.9,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:52:03,29.12199,-89.96770,5.2,54.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:53:23,29.12243,-89.96594,3.6,93.5,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:54:34,29.12218,-89.96619,2.1,241.5,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:55:53,29.12216,-89.96665,1.2,306.8,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:57:03,29.12246,-89.96683,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:58:13,29.12256,-89.96682,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T11:59:34,29.12238,-89.96691,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:00:03,29.12244,-89.96682,1.9,40.8,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:01:33,29.12259,-89.96672,0.8,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:02:43,29.12259,-89.96674,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:03:54,29.12263,-89.96674,0.0,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:05:13,29.12256,-89.96682,1.2,235.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:06:23,29.12259,-89.96679,0.0,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:07:32,29.12263,-89.96676,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:08:54,29.12261,-89.96677,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:10:02,29.12248,-89.96693,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:11:13,29.12230,-89.96714,0.5,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:12:44,29.12265,-89.96680,0.7,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:13:54,29.12261,-89.96675,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:15:02,29.12268,-89.96677,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:16:13,29.12267,-89.96675,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:17:23,29.12267,-89.96673,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:18:42,29.12256,-89.96685,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:19:54,29.12263,-89.96679,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:21:04,29.12267,-89.96673,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:22:23,29.12264,-89.96680,1.0,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:23:34,29.12258,-89.96689,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:25:04,29.12260,-89.96684,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:26:12,29.12260,-89.96682,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:27:13,29.12251,-89.96691,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:28:23,29.12257,-89.96686,0.7,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:29:24,29.12264,-89.96678,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:30:34,29.12259,-89.96682,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:32:24,29.12329,-89.96713,2.9,8.6,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:33:44,29.12379,-89.96614,2.1,115.1,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:34:53,29.12360,-89.96620,0.8,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:36:03,29.12341,-89.96605,0.6,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:37:14,29.12342,-89.96583,1.4,40.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:38:24,29.12351,-89.96594,1.1,249.9,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:39:33,29.12338,-89.96617,0.5,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:40:43,29.12344,-89.96620,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:42:03,29.12341,-89.96616,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:43:13,29.12340,-89.96619,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:44:33,29.12340,-89.96619,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:45:43,29.12339,-89.96622,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:46:53,29.12349,-89.96603,0.8,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:48:03,29.12343,-89.96614,0.5,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:49:13,29.12339,-89.96617,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:50:14,29.12341,-89.96616,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:51:24,29.12339,-89.96615,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:52:32,29.12339,-89.96616,0.4,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:53:42,29.12343,-89.96613,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:54:43,29.12339,-89.96618,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:55:54,29.12345,-89.96612,0.6,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:57:03,29.12351,-89.96612,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:58:13,29.12347,-89.96619,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T12:59:22,29.12345,-89.96609,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:00:03,29.12342,-89.96614,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:01:12,29.12342,-89.96618,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:02:23,29.12338,-89.96619,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:03:34,29.12349,-89.96602,2.5,35.9,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:04:44,29.12367,-89.96583,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:05:54,29.12348,-89.96603,0.3,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:07:12,29.12348,-89.96608,0.2,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:08:23,29.12340,-89.96618,0.1,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:10:12,29.12356,-89.96670,2.3,269.3,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:11:23,29.12357,-89.96720,1.4,345.7,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:12:33,29.12359,-89.96633,4.1,105.3,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
367359790,2022-04-01T13:13:43,29.12352,-89.96589,0.5,360.0,511.0,HORIZON RUNNER,IMO9384045,WDE4930,60,8,47,9,2.6,60,A
